cluster,Label
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,watermelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
6,muskmelon
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
1,orange
1,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
1,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
7,orange
1,orange
7,orange
7,orange
7,orange
1,orange
1,orange
7,orange
7,orange
7,orange
7,orange
4,papaya
1,papaya
1,papaya
4,papaya
4,papaya
4,papaya
4,papaya
4,papaya
4,papaya
4,papaya
4,papaya
1,papaya
4,papaya
1,papaya
4,papaya
4,papaya
1,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
4,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
7,papaya
1,papaya
4,papaya
4,papaya
1,papaya
4,papaya
4,papaya
4,papaya
1,papaya
1,papaya
4,papaya
1,papaya
1,papaya
4,papaya
4,papaya
1,papaya
4,papaya
4,papaya
4,papaya
1,papaya
4,papaya
6,papaya
1,papaya
6,papaya
4,papaya
4,papaya
4,papaya
1,papaya
4,papaya
6,papaya
6,papaya
1,papaya
1,papaya
1,papaya
6,papaya
4,papaya
6,papaya
4,papaya
4,papaya
1,papaya
4,papaya
4,papaya
1,papaya
4,papaya
4,papaya
6,papaya
4,papaya
1,papaya
4,papaya
4,papaya
4,papaya
4,papaya
1,papaya
4,papaya
1,papaya
6,papaya
7,papaya
4,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
4,papaya
4,papaya
4,papaya
4,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
7,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
7,coconut
7,coconut
4,coconut
7,coconut
7,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
4,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
7,coconut
4,coconut
7,coconut
7,coconut
7,coconut
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
6,cotton
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
